#   iter  time             time step        CFL              NlinRnorm0       NlinRnorm0(r)    Elem Eq RHO      Elem Eq RHOU     Elem Eq RHOV     Elem Eq RHOW     Elem Eq RHOE     Elem Eq       
     720  1.189430247E-06  3.061605914E-09  2.527653464E+01  4.832672497E+04  4.507797477E+00  4.180888583E+09  5.586857687E+12  3.586625181E+12  3.609677865E+12  1.101500600E+16  2.752365852E+06
     740  1.255437652E-06  3.552355281E-09  2.926074842E+01  4.946487300E+04  4.613961113E+00  3.721827775E+09  4.948148062E+12  3.172892813E+12  3.181086563E+12  9.751841330E+15  2.450688476E+06
     760  1.331729527E-06  4.127081951E-09  3.387297389E+01  4.972175565E+04  4.637922491E+00  3.251571526E+09  4.301367793E+12  2.759182170E+12  2.761608948E+12  8.477341455E+15  2.144659198E+06
     780  1.420522511E-06  4.787246005E-09  3.921220139E+01  4.895775727E+04  4.566658611E+00  2.806105699E+09  3.680862876E+12  2.373530115E+12  2.371499741E+12  7.272700637E+15  1.859239719E+06
     800  1.525034290E-06  5.830468496E-09  4.766267587E+01  4.758166064E+04  4.438299718E+00  2.419098820E+09  3.126939280E+12  2.033564256E+12  2.024259227E+12  6.208112959E+15  1.620100362E+06
     820  1.651515921E-06  6.776235726E-09  5.517550516E+01  4.561395677E+04  4.254757164E+00  2.084557285E+09  2.640602280E+12  1.725591701E+12  1.717897658E+12  5.258904551E+15  1.420482293E+06
     840  1.805967172E-06  8.678087171E-09  7.041947993E+01  4.345107598E+04  4.053008988E+00  1.805963861E+09  2.231374480E+12  1.472822808E+12  1.469211198E+12  4.468704227E+15  1.252642681E+06
     860  1.995031526E-06  1.056383982E-08  8.559531798E+01  4.142284686E+04  3.863820788E+00  1.538657886E+09  1.872379612E+12  1.239315697E+12  1.235121267E+12  3.747351942E+15  1.085175570E+06
     880  2.224812492E-06  1.281246682E-08  1.040416440E+02  4.030062534E+04  3.759142738E+00  1.302247513E+09  1.575794297E+12  1.039155200E+12  1.036007007E+12  3.138232389E+15  9.344732187E+05
     900  2.498321331E-06  1.467585468E-08  1.204412081E+02  4.013440583E+04  3.743638193E+00  1.085050314E+09  1.323856179E+12  8.594341961E+11  8.564405462E+11  2.603777573E+15  7.994422565E+05
     920  2.808528207E-06  1.675669100E-08  1.394257535E+02  4.067037553E+04  3.793632122E+00  9.020862265E+08  1.123444453E+12  7.134840455E+11  7.122507876E+11  2.173454204E+15  6.896741624E+05
     940  3.160256276E-06  1.915593366E-08  1.614027379E+02  4.160458846E+04  3.880773196E+00  7.534933519E+08  9.639596079E+11  5.984969511E+11  5.977628896E+11  1.833733627E+15  6.037418776E+05
     960  3.560613586E-06  2.190653502E-08  1.868438445E+02  4.261281961E+04  3.974818506E+00  6.288324343E+08  8.334798159E+11  5.010518401E+11  5.005933219E+11  1.549099661E+15  5.348707040E+05
     980  4.018329169E-06  2.387957675E-08  2.059953386E+02  4.369521039E+04  4.075781243E+00  5.300656325E+08  7.252021466E+11  4.226426280E+11  4.225941332E+11  1.320457733E+15  4.824037332E+05
    1000  4.539466006E-06  2.744476831E-08  2.384653538E+02  4.476458994E+04  4.175530324E+00  4.489035847E+08  6.321994332E+11  3.578422959E+11  3.574719614E+11  1.129610720E+15  4.413385470E+05
#   iter  time             time step        CFL              NlinRnorm0       NlinRnorm0(r)    Elem Eq RHO      Elem Eq RHOU     Elem Eq RHOV     Elem Eq RHOW     Elem Eq RHOE     Elem Eq       
    1020  4.785386494E-06  1.149245702E-08  1.000000000E+02  4.447688835E+04  4.148694231E+00  3.843932799E+08  5.811640792E+11  3.033516894E+11  3.034782863E+11  9.868906810E+14  4.122849601E+05
    1040  5.035825298E-06  1.377949270E-08  1.200000000E+02  4.532181761E+04  4.227507145E+00  3.656668295E+08  5.572958975E+11  2.871175272E+11  2.871339262E+11  9.411648448E+14  4.034089748E+05
    1060  5.311317618E-06  1.377182400E-08  1.200000000E+02  4.578617645E+04  4.270821390E+00  3.425396940E+08  5.275194822E+11  2.685342462E+11  2.687359876E+11  8.847233588E+14  3.930106200E+05
    1080  5.586781758E-06  1.377620914E-08  1.200000000E+02  4.630590390E+04  4.319300282E+00  3.236592383E+08  5.018918072E+11  2.532016042E+11  2.534413754E+11  8.377825768E+14  3.848682625E+05
    1100  5.912019891E-06  1.654526170E-08  1.440000000E+02  4.656853507E+04  4.343797869E+00  3.038046724E+08  4.722336326E+11  2.370496513E+11  2.372681992E+11  7.867354917E+14  3.761925137E+05
    1120  6.243106537E-06  1.656493379E-08  1.440000000E+02  4.696173978E+04  4.380475032E+00  2.849671640E+08  4.463330736E+11  2.222243049E+11  2.224609629E+11  7.403242854E+14  3.663305458E+05
    1140  6.591185016E-06  1.990374540E-08  1.728000000E+02  4.735989641E+04  4.417614098E+00  2.695576384E+08  4.232662245E+11  2.094668773E+11  2.097424164E+11  7.001455790E+14  3.606024490E+05
    1160  6.989536560E-06  1.993275919E-08  1.728000000E+02  4.750466878E+04  4.431118107E+00  2.510216333E+08  3.962255567E+11  1.950751744E+11  1.953412459E+11  6.530690881E+14  3.521007002E+05
    1180  7.388452651E-06  1.995963494E-08  1.728000000E+02  4.787137821E+04  4.465323857E+00  2.356482838E+08  3.738481225E+11  1.830603021E+11  1.832681221E+11  6.144326478E+14  3.437083201E+05
    1200  7.835834933E-06  2.398286402E-08  2.073600000E+02  4.808216454E+04  4.484985485E+00  2.206380748E+08  3.505671454E+11  1.710390371E+11  1.712440041E+11  5.754482021E+14  3.366569774E+05
    1220  8.315768846E-06  2.401115674E-08  2.073600000E+02  4.832050644E+04  4.507217428E+00  2.059919926E+08  3.284585120E+11  1.596851604E+11  1.599002932E+11  5.378587045E+14  3.291092229E+05
    1240  8.796221130E-06  2.884140220E-08  2.488320000E+02  4.870696313E+04  4.543265153E+00  1.936879548E+08  3.097889987E+11  1.500281777E+11  1.502537370E+11  5.062188495E+14  3.223045081E+05
    1260  9.373303422E-06  2.886681498E-08  2.488320000E+02  4.878208995E+04  4.550272797E+00  1.799146025E+08  2.880135976E+11  1.392961422E+11  1.395368080E+11  4.703968106E+14  3.143821530E+05
    1280  9.950827929E-06  2.888566233E-08  2.488320000E+02  4.913578962E+04  4.583265028E+00  1.684944869E+08  2.703286320E+11  1.304153146E+11  1.306278977E+11  4.408740680E+14  3.069634845E+05
    1300  1.058648435E-05  3.468153622E-08  2.985984000E+02  4.937600017E+04  4.605671275E+00  1.572709657E+08  2.524959028E+11  1.215814049E+11  1.217967901E+11  4.116454280E+14  2.996123149E+05
    1320  1.128026606E-05  3.469652473E-08  2.985984000E+02  4.955078913E+04  4.621975157E+00  1.460854543E+08  2.349513664E+11  1.129309222E+11  1.131266299E+11  3.824455869E+14  2.916917287E+05
    1340  1.198818482E-05  4.164863225E-08  3.583180800E+02  4.992717099E+04  4.657083127E+00  1.367493442E+08  2.201487752E+11  1.056539352E+11  1.058232290E+11  3.581026942E+14  2.845666450E+05
    1360  1.282126218E-05  4.165907018E-08  3.583180800E+02  4.995734292E+04  4.659897490E+00  1.261487865E+08  2.033693981E+11  9.730523514E+10  9.748426592E+10  3.302579533E+14  2.763837248E+05
    1380  1.365451781E-05  4.166648370E-08  3.583180800E+02  5.031958353E+04  4.693686399E+00  1.176222653E+08  1.899533631E+11  9.060275541E+10  9.076161942E+10  3.079419332E+14  2.689759359E+05
    1400  1.462958635E-05  5.000695343E-08  4.299816960E+02  5.043383584E+04  4.704343571E+00  1.084627764E+08  1.752170978E+11  8.348084748E+10  8.365403671E+10  2.839177435E+14  2.610212834E+05
    1420  1.562976595E-05  5.001070896E-08  4.299816960E+02  5.080727761E+04  4.739177298E+00  1.006769256E+08  1.629336670E+11  7.734925252E+10  7.749846135E+10  2.635117757E+14  2.534282395E+05
    1440  1.677003310E-05  6.001503751E-08  5.159780352E+02  5.099901448E+04  4.757062039E+00  9.273137841E+07  1.501520696E+11  7.116866877E+10  7.129399680E+10  2.426509839E+14  2.456137063E+05
    1460  1.797034300E-05  6.001575937E-08  5.159780352E+02  5.138249339E+04  4.792832004E+00  8.563512290E+07  1.389606215E+11  6.557044257E+10  6.566982648E+10  2.240305915E+14  2.379499912E+05
    1480  1.933870242E-05  7.201896387E-08  6.191736422E+02  5.162489059E+04  4.815442216E+00  7.855995489E+07  1.275898449E+11  6.004772379E+10  6.014171336E+10  2.054363698E+14  2.302465669E+05
    1500  2.077908651E-05  7.201952473E-08  6.191736422E+02  5.206225060E+04  4.856238076E+00  7.223372159E+07  1.176535871E+11  5.501661190E+10  5.509618517E+10  1.888210300E+14  2.225224394E+05
    1520  2.247875340E-05  8.642399667E-08  7.430083707E+02  5.228393033E+04  4.876915813E+00  6.575152488E+07  1.072052200E+11  4.995713027E+10  5.003351278E+10  1.717353588E+14  2.145983053E+05
    1540  2.427637540E-05  1.037090925E-07  8.916100448E+02  5.277369146E+04  4.922599522E+00  6.028786258E+07  9.836918001E+10  4.567106567E+10  4.577635313E+10  1.573494820E+14  2.072165743E+05
    1560  2.635055861E-05  1.037092176E-07  8.916100448E+02  5.270210901E+04  4.915922488E+00  5.405711257E+07  8.827593024E+10  4.088005925E+10  4.092741215E+10  1.408753524E+14  1.991410353E+05
    1580  2.865290400E-05  1.244511356E-07  1.069932054E+03  5.251850793E+04  4.898796632E+00  4.872462081E+07  7.940900903E+10  3.683565526E+10  3.687630322E+10  1.267050654E+14  1.913717931E+05
    1600  3.114192710E-05  1.493414059E-07  1.283918465E+03  5.208297467E+04  4.858171167E+00  4.363548436E+07  7.118890734E+10  3.283229871E+10  3.285956397E+10  1.131789841E+14  1.834713684E+05
    1620  3.412875544E-05  1.493414261E-07  1.283918465E+03  5.083812161E+04  4.742054350E+00  3.863792797E+07  6.290391287E+10  2.901123066E+10  2.899585060E+10  9.978863405E+13  1.754010013E+05
    1640  3.741426692E-05  1.792097213E-07  1.540702157E+03  4.944109537E+04  4.611743194E+00  3.419623368E+07  5.555384800E+10  2.557866275E+10  2.556711134E+10  8.788698727E+13  1.675700798E+05
    1660  4.107014527E-05  2.150516703E-07  1.848842589E+03  4.788852787E+04  4.466923534E+00  3.016105132E+07  4.894727915E+10  2.244243611E+10  2.245548457E+10  7.709143916E+13  1.600240105E+05
    1680  4.537117870E-05  2.150516720E-07  1.848842589E+03  4.561719419E+04  4.255059142E+00  2.569337714E+07  4.183601163E+10  1.886210291E+10  1.884794050E+10  6.525421942E+13  1.512026928E+05
    1700  5.074747051E-05  3.096744084E-07  2.662333328E+03  4.334915047E+04  4.043501628E+00  2.228427689E+07  3.602983767E+10  1.629086273E+10  1.620294067E+10  5.599055792E+13  1.440966813E+05
    1720  5.789475586E-05  4.459311485E-07  3.833759992E+03  4.052757794E+04  3.780312316E+00  1.879641000E+07  3.013383622E+10  1.371321806E+10  1.355856114E+10  4.656401320E+13  1.359563561E+05
    1740  6.788361358E-05  5.351173783E-07  4.600511991E+03  3.640061237E+04  3.395359166E+00  1.477759254E+07  2.368383438E+10  1.055777332E+10  1.034215188E+10  3.608406812E+13  1.250752582E+05
    1760  8.074783536E-05  7.705690248E-07  6.624737267E+03  3.208647847E+04  2.992947417E+00  1.226422704E+07  1.948013830E+10  8.699584451E+09  8.493140580E+09  2.946943864E+13  1.192423604E+05
    1780  9.646744347E-05  9.246828298E-07  7.949684720E+03  2.893312881E+04  2.698810754E+00  9.899824737E+06  1.702624727E+10  7.846920185E+09  6.996824372E+09  2.654332319E+13  1.929379737E+05
    1800  1.164405926E-04  1.109619396E-06  9.539621664E+03  2.721611550E+04  2.538651996E+00  1.557257384E+07  7.109524849E+10  4.299275846E+10  2.903685831E+10  1.305497447E+14  1.425944520E+06
    1820  1.394362273E-04  1.163169185E-06  1.000000000E+04  2.631369005E+04  2.454475979E+00  6.388810125E+07  2.677103408E+11  1.423532425E+11  1.399463233E+11  4.528419588E+14  4.546255430E+06
    1840  1.626996110E-04  1.163169185E-06  1.000000000E+04  2.563198714E+04  2.390888417E+00  7.364542190E+07  2.208505707E+11  1.092267062E+11  1.074394001E+11  3.684793479E+14  3.855430313E+06
    1860  1.859629948E-04  1.163169185E-06  1.000000000E+04  2.513410220E+04  2.344446941E+00  6.793064141E+07  1.730874532E+11  1.690354896E+11  1.539073557E+11  3.520695408E+14  4.242437016E+06
    1880  2.092263785E-04  1.163169185E-06  1.000000000E+04  2.476963296E+04  2.310450150E+00  6.179856556E+07  3.507151893E+11  2.248743947E+11  2.205553043E+11  6.576714290E+14  5.412110777E+06
    1900  2.324897622E-04  1.163169185E-06  1.000000000E+04  2.431444737E+04  2.267991563E+00  6.168729650E+07  3.048580380E+11  1.734043476E+11  1.776469595E+11  5.609104447E+14  5.430167022E+06
    1920  2.557531459E-04  1.163169185E-06  1.000000000E+04  2.369363147E+04  2.210083390E+00  6.985905551E+07  2.656745926E+11  1.410633191E+11  1.447389579E+11  4.548036497E+14  4.919579062E+06
    1940  2.790165296E-04  1.163169185E-06  1.000000000E+04  2.291625301E+04  2.137571449E+00  7.890992436E+07  2.398896569E+11  1.436456204E+11  1.241000157E+11  4.146905662E+14  4.361453502E+06
    1960  3.022799133E-04  1.163169185E-06  1.000000000E+04  2.202336490E+04  2.054285052E+00  6.913281316E+07  2.023630069E+11  1.707279216E+11  1.502105510E+11  3.914816071E+14  4.255661125E+06
    1980  3.255432970E-04  1.163169185E-06  1.000000000E+04  2.129773789E+04  1.986600358E+00  5.663831377E+07  2.559154636E+11  1.918813975E+11  1.698260852E+11  5.001462535E+14  4.660732010E+06
    2000  3.488066807E-04  1.163169185E-06  1.000000000E+04  2.007223019E+04  1.872288028E+00  5.193401823E+07  2.671966110E+11  1.739073071E+11  1.754509593E+11  5.231731313E+14  4.864365763E+06
#   iter  time             time step        CFL              NlinRnorm0       NlinRnorm0(r)    Elem Eq RHO      Elem Eq RHOU     Elem Eq RHOV     Elem Eq RHOW     Elem Eq RHOE     Elem Eq       
    2020  3.720700644E-04  1.163169185E-06  1.000000000E+04  1.810073330E+04  1.688391670E+00  5.176828188E+07  2.587343034E+11  1.571492247E+11  1.727156566E+11  5.073931814E+14  5.066816422E+06
    2040  3.953334481E-04  1.163169185E-06  1.000000000E+04  1.661274617E+04  1.549595908E+00  4.981064438E+07  2.424730885E+11  1.375730871E+11  1.617567278E+11  4.712937234E+14  5.026848536E+06
    2060  4.185968318E-04  1.163169185E-06  1.000000000E+04  1.506964940E+04  1.405659655E+00  5.017645735E+07  2.311329805E+11  1.288894288E+11  1.496528035E+11  4.407987291E+14  4.871840250E+06
    2080  4.418602155E-04  1.163169185E-06  1.000000000E+04  1.351284309E+04  1.260444609E+00  5.274036238E+07  2.250153754E+11  1.269825084E+11  1.413645574E+11  4.206885193E+14  4.739820294E+06
    2100  4.651235992E-04  1.163169185E-06  1.000000000E+04  1.198428732E+04  1.117864704E+00  5.404941991E+07  2.206529119E+11  1.254008387E+11  1.369835029E+11  4.106093233E+14  4.671569759E+06
    2120  4.883869829E-04  1.163169185E-06  1.000000000E+04  1.053406629E+04  9.825916713E-01  5.447605245E+07  2.179142352E+11  1.256368706E+11  1.354324374E+11  4.081303118E+14  4.657606532E+06
    2140  5.116503666E-04  1.163169185E-06  1.000000000E+04  9.186902764E+03  8.569315865E-01  5.481970865E+07  2.170620880E+11  1.294459080E+11  1.361487792E+11  4.108563276E+14  4.682417779E+06
    2160  5.349137503E-04  1.163169185E-06  1.000000000E+04  7.946553886E+03  7.412349085E-01  5.488606128E+07  2.168713797E+11  1.328429449E+11  1.377154830E+11  4.139812423E+14  4.715756167E+06
    2180  5.581771340E-04  1.163169185E-06  1.000000000E+04  6.808762818E+03  6.351045694E-01  5.457717199E+07  2.161800451E+11  1.341490681E+11  1.385504465E+11  4.147588598E+14  4.732420258E+06
    2200  5.814405177E-04  1.163169185E-06  1.000000000E+04  5.764803614E+03  5.377266347E-01  5.362351122E+07  2.136917645E+11  1.329551512E+11  1.375642562E+11  4.113816550E+14  4.702698956E+06
    2220  6.047039014E-04  1.163169185E-06  1.000000000E+04  4.809382730E+03  4.486073358E-01  5.194200400E+07  2.089556686E+11  1.291289447E+11  1.344576828E+11  4.035372574E+14  4.625419766E+06
    2240  6.279672851E-04  1.163169185E-06  1.000000000E+04  3.937315745E+03  3.672630825E-01  4.967145821E+07  2.023528779E+11  1.234629359E+11  1.296060970E+11  3.921252382E+14  4.508645977E+06
    2260  6.512306688E-04  1.163169185E-06  1.000000000E+04  3.151669256E+03  2.939799196E-01  4.711967448E+07  1.946952145E+11  1.171274318E+11  1.237799778E+11  3.786472624E+14  4.362241668E+06
    2280  6.744940525E-04  1.163169185E-06  1.000000000E+04  2.455712652E+03  2.290628074E-01  4.455517783E+07  1.867953231E+11  1.108666097E+11  1.176894113E+11  3.645923452E+14  4.204843109E+06
    2300  6.977574362E-04  1.163169185E-06  1.000000000E+04  1.858592935E+03  1.733649559E-01  4.208450423E+07  1.790665838E+11  1.050181664E+11  1.117085045E+11  3.508993365E+14  4.054006973E+06
    2320  7.210208199E-04  1.163169185E-06  1.000000000E+04  1.371518159E+03  1.279318245E-01  3.957354487E+07  1.709520623E+11  9.940165826E+10  1.054230031E+11  3.366055674E+14  3.902208580E+06
    2340  7.442842036E-04  1.163169185E-06  1.000000000E+04  9.894061376E+02  9.228935944E-02  3.184762113E+07  1.376912531E+11  7.534246080E+10  7.897498214E+10  2.676815977E+14  3.234374529E+06
    2360  7.675475873E-04  1.163169185E-06  1.000000000E+04  7.088214714E+02  6.611711517E-02  2.054034569E+07  9.087219592E+10  4.820444752E+10  4.861260297E+10  1.809890932E+14  2.339275300E+06
    2380  7.908109710E-04  1.163169185E-06  1.000000000E+04  5.081640794E+02  4.740028952E-02  1.538436455E+07  6.893616563E+10  3.731031680E+10  3.588232823E+10  1.389266278E+14  1.962521959E+06
    2400  8.042745691E-04  1.509169421E-06  1.297463379E+04  3.776421729E+02  3.522552864E-02  4.674088031E+05  2.894685851E+08  1.329417237E+08  1.353655253E+08  2.902658309E+11  7.946161387E+03
    2420  9.960805703E-04  1.146025529E-05  9.852612534E+04  9.724060825E+00  9.070363630E-04  7.413862979E+03  2.154407887E+07  1.174118548E+07  8.155417484E+06  3.970526967E+10  8.634557822E+02
    2440  1.228542971E-03  1.163169185E-05  1.000000000E+05  4.463037907E-01  4.163011466E-05  5.870959485E+02  1.826441950E+06  1.101802893E+06  4.822192665E+05  3.318172989E+09  7.690788150E+01
    2460  1.461176808E-03  1.163169185E-05  1.000000000E+05  4.871620427E-02  4.544127144E-06  5.887261593E+01  2.025402764E+05  1.188463381E+05  6.114622825E+04  3.707136989E+08  7.983536304E+00
    2480  1.693810645E-03  1.163169185E-05  1.000000000E+05  5.149916066E-03  4.803714439E-07  7.034825393E+00  2.615376983E+04  1.548366016E+04  7.371204868E+03  4.799899403E+07  9.500371157E-01
    2500  1.926444482E-03  1.163169185E-05  1.000000000E+05  6.235346853E-04  5.816177452E-08  8.131279819E-01  2.729113827E+03  1.579543164E+03  8.708290759E+02  5.008785674E+06  1.090652632E-01
    2520  2.159078319E-03  1.163169185E-05  1.000000000E+05  6.740044529E-05  6.286946972E-09  8.674968249E-02  2.778536882E+02  1.669395263E+02  7.604522398E+01  5.040579283E+05  1.015778208E-02
    2540  2.391712156E-03  1.163169185E-05  1.000000000E+05  8.206340267E-06  7.654671400E-10  1.075726747E-02  3.610530534E+01  2.112716361E+01  1.072424446E+01  6.548116525E+04  1.367616948E-03
    2560  2.624345993E-03  1.163169185E-05  1.000000000E+05  9.949262738E-07  9.280426409E-11  1.901114979E-03  5.123340808E+00  2.972470826E+00  1.673736689E+00  9.789974472E+03  2.539447914E-04
    2580  2.856979830E-03  1.163169185E-05  1.000000000E+05  1.202366758E-07  1.121537999E-11  1.290543650E-03  1.237298847E+00  7.833758849E-01  6.058873585E-01  3.638135989E+03  1.890519708E-04
    2600  3.008191824E-03  4.361884444E-06  3.750000000E+04  3.551944635E-08  3.313166178E-12  1.167525062E-03  8.348015659E-01  5.405910288E-01  5.328748065E-01  3.058929699E+03  4.880621822E-06
    2620  3.095429513E-03  4.361884444E-06  3.750000000E+04  2.315152032E-08  2.159516602E-12  1.095712365E-03  7.919182322E-01  5.123817156E-01  5.052966341E-01  2.922525963E+03  4.390120302E-06
