iter5 log_res CL CD CM
170 -5.398502 0.13500344 2.169692 -1.8514754
171 -5.400778 0.13409954 2.164482 -1.8386056
172 -5.402867 0.13317514 2.159928 -1.8257942
173 -5.404809 0.13224936 2.156032 -1.813284
174 -5.406635 0.13134028 2.152788 -1.8013014
175 -5.408365 0.13046276 2.150196 -1.7900262
176 -5.410002 0.129632 2.148246 -1.7796456
177 -5.411546 0.12887094 2.146922 -1.770449
178 -5.412981 0.12820248 2.146194 -1.762715
179 -5.414281 0.12763596 2.14602 -1.7565448
180 -5.415417 0.12716392 2.146356 -1.7518234
181 -5.416357 0.12678026 2.14716 -1.7484528
182 -5.417074 0.1264852 2.148388 -1.746415
183 -5.417552 0.12627776 2.150004 -1.7456786
184 -5.417787 0.12615618 2.151968 -1.7462006
185 -5.417792 0.1261179 2.154242 -1.74793
186 -5.417595 0.12615988 2.156792 -1.75081
187 -5.417238 0.1262787 2.159582 -1.7547786
188 -5.416764 0.12647062 2.162576 -1.7597714
189 -5.41622 0.12673168 2.165748 -1.765722
190 -5.415648 0.12705788 2.169062 -1.7725632
191 -5.415091 0.12744506 2.17249 -1.7802274
192 -5.414581 0.1278891 2.176008 -1.7886478
193 -5.414144 0.12838584 2.179588 -1.797758
194 -5.413806 0.1289312 2.183206 -1.8074926
195 -5.413594 0.12952108 2.186838 -1.8177878
196 -5.413529 0.13015148 2.190464 -1.8285808
197 -5.413625 0.13081848 2.194062 -1.8398104
198 -5.413891 0.13151818 2.197616 -1.8514166
199 -5.414329 0.1322468 2.201104 -1.8633412
200 -5.414935 0.13300054 2.204512 -1.8755268
201 -5.415694 0.13377568 2.207824 -1.8879168
202 -5.416588 0.13456852 2.211026 -1.9004564
203 -5.417588 0.13537544 2.214104 -1.9130914
204 -5.418661 0.1361929 2.217044 -1.9257698
205 -5.419768 0.13701738 2.219838 -1.9384402
206 -5.420867 0.13784548 2.222472 -1.9510532
207 -5.42192 0.13867382 2.224938 -1.9635604
208 -5.422889 0.1394991 2.227228 -1.9759148
209 -5.423745 0.14031812 2.22933 -1.9880708
210 -5.42447 0.1411277 2.23124 -1.9999842
211 -5.425058 0.14192476 2.232948 -2.011612
212 -5.425519 0.14270638 2.234452 -2.022914
213 -5.425876 0.14346958 2.235744 -2.033852
214 -5.426163 0.14421154 2.23682 -2.044384
215 -5.426419 0.14492944 2.237678 -2.054474
216 -5.426691 0.14562058 2.238312 -2.064086
217 -5.427025 0.14628238 2.238722 -2.073188
218 -5.427468 0.1469123 2.238906 -2.081748
219 -5.428054 0.14750802 2.238864 -2.089734
220 -5.428803 0.14806732 2.238594 -2.097118
221 -5.429717 0.1485882 2.2381 -2.103878
222 -5.43078 0.14906882 2.237382 -2.10999
223 -5.431955 0.14950754 2.236444 -2.115438
224 -5.433189 0.149903 2.23529 -2.120204
225 -5.434415 0.15025404 2.233924 -2.124276
226 -5.435566 0.1505598 2.232352 -2.12765
227 -5.436581 0.15081962 2.23058 -2.130318
228 -5.437411 0.15103324 2.228616 -2.132282
229 -5.438023 0.15120058 2.226468 -2.133544
230 -5.438404 0.1513219 2.224146 -2.134116
231 -5.438562 0.15139776 2.221656 -2.134008
232 -5.43861 0.15142898 2.219012 -2.133236
233 -5.438576 0.15141664 2.216222 -2.13182
234 -5.438484 0.15136212 2.2133 -2.129782
235 -5.43838 0.15126696 2.210254 -2.127152
236 -5.438309 0.15113302 2.207098 -2.123956
237 -5.438314 0.15096226 2.203844 -2.12023
238 -5.438427 0.15075684 2.200502 -2.116004
239 -5.43867 0.15051908 2.197088 -2.111316
240 -5.439055 0.15025136 2.19361 -2.106204
241 -5.439585 0.14995612 2.190084 -2.100704
242 -5.440259 0.14963586 2.186518 -2.094856
243 -5.441069 0.14929308 2.182928 -2.088698
244 -5.442014 0.1489302 2.179322 -2.082266
245 -5.443101 0.14854966 2.175712 -2.075598
246 -5.444375 0.14815376 2.172108 -2.06873
247 -5.445664 0.14774474 2.16852 -2.061696
248 -5.446917 0.14732478 2.164956 -2.054526
249 -5.448107 0.14689584 2.161428 -2.047254
250 -5.449211 0.14645986 2.15794 -2.039906
251 -5.450211 0.14601856 2.154504 -2.03251
252 -5.451091 0.14557356 2.151122 -2.02509
253 -5.451839 0.1451263 2.1478 -2.017668
254 -5.452446 0.14467798 2.144548 -2.010262
255 -5.452905 0.14422962 2.141366 -2.00289
256 -5.453205 0.14378194 2.13826 -1.9955602
257 -5.453345 0.1433354 2.135234 -1.9882826
258 -5.453332 0.14289016 2.132288 -1.9810604
259 -5.453186 0.14244606 2.129426 -1.9738936
260 -5.452932 0.14200274 2.126652 -1.9667784
261 -5.452603 0.14155958 2.123966 -1.9597078
262 -5.452237 0.14111582 2.121368 -1.9526736
263 -5.451873 0.1406707 2.11886 -1.9456664
264 -5.451549 0.14022352 2.116444 -1.9386778
265 -5.451297 0.13977378 2.11412 -1.9317022
266 -5.451134 0.13932134 2.11189 -1.9247382
267 -5.451065 0.13886654 2.109752 -1.917791
268 -5.451075 0.13841028 2.10771 -1.9108726
269 -5.451133 0.13795412 2.105762 -1.904004
270 -5.451194 0.1375003 2.103912 -1.8972142
271 -5.451204 0.13705168 2.102158 -1.8905414
272 -5.451106 0.13661172 2.1005 -1.88403
273 -5.45085 0.13618434 2.098942 -1.8777316
274 -5.4504 0.13577378 2.097482 -1.8717006
275 -5.449739 0.13538448 2.09612 -1.8659944
276 -5.448869 0.13502084 2.094856 -1.8606698
277 -5.447813 0.1346872 2.093686 -1.8557818
278 -5.446604 0.13438768 2.09261 -1.8513826
279 -5.445288 0.13412602 2.091622 -1.8475196
280 -5.443919 0.13390564 2.090722 -1.844235
281 -5.442554 0.13372958 2.089904 -1.841566
282 -5.441247 0.13360042 2.089164 -1.8395436
283 -5.44004 0.13352036 2.088492 -1.838194
284 -5.438968 0.13349128 2.087886 -1.8375378
285 -5.438047 0.13351468 2.087338 -1.8375912
286 -5.437285 0.13359176 2.08684 -1.8383666
287 -5.436674 0.13372344 2.086382 -1.839872
288 -5.436199 0.1339104 2.08596 -1.8421118
289 -5.435837 0.13415302 2.08556 -1.8450876
290 -5.435562 0.13445144 2.085178 -1.8487966
291 -5.435347 0.13480548 2.084802 -1.853232
292 -5.435165 0.13521454 2.084424 -1.8583826
293 -5.434993 0.13567766 2.084034 -1.8642312
294 -5.434812 0.13619338 2.083626 -1.8707548
295 -5.434612 0.13675966 2.083186 -1.8779226
296 -5.434387 0.1373738 2.08271 -1.885696
297 -5.434138 0.13803242 2.082186 -1.894027
298 -5.433867 0.13873142 2.081608 -1.9028582
299 -5.43358 0.13946592 2.080964 -1.9121228
300 -5.433281 0.14023038 2.08025 -1.9217454
301 -5.43297 0.14101872 2.079456 -1.9316438
302 -5.432743 0.1418245 2.078574 -1.9417314
303 -5.432694 0.14264112 2.0776 -1.9519198
304 -5.432762 0.14346212 2.076526 -1.9621224
305 -5.432944 0.14428124 2.075348 -1.9722566
306 -5.433248 0.1450927 2.074064 -1.9822456
307 -5.433689 0.14589118 2.072672 -1.9920198
308 -5.434289 0.14667198 2.071168 -2.001518
309 -5.435068 0.1474309 2.069554 -2.010684
310 -5.436051 0.14816426 2.067828 -2.019472
311 -5.437252 0.1488689 2.065996 -2.02784
312 -5.438684 0.14954204 2.064056 -2.035754
313 -5.440348 0.15018136 2.062014 -2.043186
314 -5.442254 0.15078488 2.059872 -2.05011
315 -5.444501 0.15135094 2.057634 -2.056508
316 -5.44687 0.15187824 2.055306 -2.062364
317 -5.44914 0.15236574 2.05289 -2.067666
318 -5.451235 0.15281272 2.050394 -2.072408
319 -5.453091 0.15321872 2.047822 -2.076586
320 -5.45466 0.15358356 2.04518 -2.0802
321 -5.455918 0.15390732 2.042474 -2.083252
322 -5.456858 0.15419036 2.039712 -2.085754
323 -5.457496 0.1544332 2.036898 -2.08771
324 -5.457862 0.1546367 2.03404 -2.089138
325 -5.458 0.15480184 2.031142 -2.09005
326 -5.457961 0.15492988 2.028212 -2.090468
327 -5.457801 0.15502218 2.025256 -2.09041
328 -5.457567 0.15508036 2.022282 -2.0899
329 -5.457299 0.15510612 2.019292 -2.088964
330 -5.457023 0.15510134 2.016294 -2.087626
331 -5.456754 0.15506794 2.013292 -2.085918
332 -5.456496 0.15500794 2.010296 -2.083864
333 -5.456239 0.15492334 2.007304 -2.081492
334 -5.455969 0.15481618 2.004326 -2.078834
335 -5.455668 0.15468832 2.001366 -2.075912
336 -5.455315 0.1545416 1.998427 -2.072756
337 -5.454892 0.15437766 1.9955132 -2.069384
338 -5.454385 0.15419794 1.992629 -2.065822
339 -5.453784 0.15400372 1.989778 -2.062082
340 -5.453089 0.15379608 1.986964 -2.058186
341 -5.452304 0.15357586 1.9841902 -2.054142
342 -5.451438 0.15334362 1.98146 -2.049958
343 -5.450501 0.15309976 1.9787764 -2.045644
344 -5.449506 0.1528445 1.9761422 -2.041204
345 -5.448462 0.15257804 1.9735602 -2.036638
346 -5.447375 0.15230048 1.9710334 -2.031952
347 -5.446252 0.152012 1.9685638 -2.027148
348 -5.4451 0.15171276 1.9661544 -2.02223
349 -5.443933 0.1514031 1.963807 -2.017202
350 -5.44277 0.15108352 1.961524 -2.012074
351 -5.441637 0.15075466 1.9593072 -2.006854
352 -5.440561 0.15041742 1.9571584 -2.001552
353 -5.439572 0.1500729 1.9550792 -1.996187
354 -5.438699 0.14972244 1.9530708 -1.9907746
355 -5.437967 0.14936758 1.951134 -1.9853358
356 -5.43739 0.14901008 1.9492698 -1.9798936
357 -5.43697 0.14865178 1.9474784 -1.9744726
358 -5.436691 0.14829474 1.9457596 -1.9690984
359 -5.436526 0.14794104 1.944113 -1.9637988
360 -5.436436 0.14759284 1.9425378 -1.9586008
361 -5.436375 0.14725232 1.9410328 -1.9535322
362 -5.436296 0.14692162 1.9395962 -1.94862
363 -5.436302 0.14660278 1.9382262 -1.9438902
364 -5.43646 0.14629778 1.9369204 -1.9393666
365 -5.43667 0.14600842 1.9356758 -1.9350722
366 -5.436906 0.1457364 1.9344896 -1.9310268
367 -5.437169 0.14548316 1.9333582 -1.9272482
368 -5.437474 0.14524998 1.932278 -1.923751
369 -5.437843 0.14503792 1.9312452 -1.9205474
370 -5.438307 0.14484782 1.9302554 -1.9176466
371 -5.438897 0.14468034 1.9293048 -1.9150548
372 -5.439645 0.14453584 1.9283886 -1.9127754
373 -5.440571 0.14441458 1.9275026 -1.9108094
374 -5.441694 0.14431656 1.9266422 -1.909155
375 -5.443028 0.1442416 1.925803 -1.907808
376 -5.444598 0.1441894 1.9249804 -1.9067624
377 -5.446525 0.14415948 1.9241698 -1.9060102
378 -5.448685 0.14415122 1.9233672 -1.9055414
379 -5.450804 0.14416386 1.9225684 -1.9053446
380 -5.452829 0.14419658 1.9217692 -1.9054072
381 -5.454713 0.14424844 1.9209658 -1.9057152
382 -5.456413 0.14431838 1.9201546 -1.9062538
383 -5.457896 0.14440534 1.9193322 -1.9070076
384 -5.459138 0.14450816 1.9184954 -1.9079602
385 -5.460122 0.14462564 1.917641 -1.9090946
386 -5.460842 0.14475654 1.9167666 -1.910394
387 -5.461295 0.14489962 1.9158696 -1.911841
388 -5.461486 0.1450536 1.914948 -1.9134184
389 -5.461422 0.14521726 1.9139998 -1.915109
390 -5.461117 0.14538932 1.9130236 -1.9168966
391 -5.460588 0.14556862 1.9120178 -1.9187646
392 -5.45986 0.14575396 1.9109814 -1.9206978
393 -5.458966 0.14594426 1.9099136 -1.9226814
394 -5.457946 0.14613848 1.9088136 -1.9247022
395 -5.456848 0.1463357 1.9076814 -1.9267474
396 -5.45572 0.14653504 1.9065168 -1.9288062
397 -5.454613 0.14673574 1.9053194 -1.9308686
398 -5.453573 0.14693716 1.90409 -1.9329262
399 -5.452638 0.14713872 1.9028284 -1.9349722
400 -5.451831 0.14733998 1.9015356 -1.9370008
401 -5.451157 0.1475406 1.9002118 -1.9390078
402 -5.450603 0.14774028 1.898858 -1.9409898
403 -5.450143 0.14793886 1.8974748 -1.9429452
404 -5.449736 0.14813622 1.8960632 -1.9448724
405 -5.449338 0.14833226 1.8946242 -1.946771
406 -5.448906 0.14852696 1.8931586 -1.9486408
407 -5.448405 0.14872024 1.8916674 -1.9504816
408 -5.447812 0.1489121 1.8901518 -1.9522932
409 -5.44712 0.14910242 1.8886128 -1.9540752
410 -5.446334 0.14929112 1.8870516 -1.9558266
411 -5.44548 0.14947798 1.8854692 -1.9575452
412 -5.444588 0.14966276 1.8838668 -1.9592286
413 -5.443696 0.14984514 1.8822458 -1.9608728
414 -5.44284 0.15002468 1.880607 -1.9624728
415 -5.442053 0.15020088 1.878952 -1.9640228
416 -5.441359 0.15037314 1.8772818 -1.9655156
417 -5.440777 0.15054082 1.8755978 -1.966943
418 -5.440311 0.15070314 1.8739014 -1.968296
419 -5.439962 0.15085934 1.872194 -1.969565
420 -5.439834 0.15100856 1.8704768 -1.9707398
421 -5.440073 0.15114994 1.8687514 -1.9718098
422 -5.440565 0.1512826 1.8670192 -1.9727644
423 -5.441263 0.1514057 1.8652818 -1.973593
424 -5.442131 0.15151838 1.8635408 -1.9742858
425 -5.443136 0.1516199 1.8617974 -1.974833
426 -5.444251 0.1517095 1.8600536 -1.9752262
427 -5.445446 0.15178654 1.858311 -1.9754578
428 -5.446697 0.1518505 1.856571 -1.9755214
429 -5.447977 0.15190092 1.8548356 -1.975412
430 -5.449268 0.15193744 1.853106 -1.9751256
431 -5.450548 0.15195986 1.8513842 -1.9746606
432 -5.451803 0.15196808 1.8496718 -1.9740158
433 -5.45303 0.15196208 1.8479702 -1.9731926
434 -5.454242 0.15194202 1.8462812 -1.9721928
435 -5.455482 0.15190814 1.8446062 -1.9710204
436 -5.456927 0.15186078 1.8429466 -1.9696806
437 -5.458405 0.15180036 1.8413038 -1.9681796
438 -5.459731 0.15172744 1.839679 -1.9665248
439 -5.460916 0.15164262 1.8380738 -1.9647246
440 -5.461978 0.15154658 1.836489 -1.9627886
441 -5.462939 0.15144004 1.834926 -1.9607262
442 -5.463813 0.15132382 1.8333854 -1.9585484
443 -5.464607 0.1511987 1.8318684 -1.956266
444 -5.465312 0.15106554 1.8303758 -1.9538904
445 -5.465908 0.15092518 1.828908 -1.9514326
446 -5.466363 0.15077852 1.8274658 -1.9489044
447 -5.466641 0.1506264 1.8260498 -1.9463172
448 -5.466705 0.1504697 1.8246604 -1.9436822
449 -5.466527 0.15030926 1.823298 -1.9410108
450 -5.466092 0.15014592 1.8219628 -1.9383138
451 -5.465399 0.1499805 1.820655 -1.935602
452 -5.464467 0.1498138 1.819375 -1.9328856
453 -5.463328 0.14964662 1.8181226 -1.930175
454 -5.462033 0.14947968 1.8168978 -1.92748
455 -5.460635 0.14931374 1.8157006 -1.9248098
456 -5.459187 0.14914954 1.8145312 -1.9221738
457 -5.457739 0.14898774 1.813389 -1.9195812
458 -5.456332 0.14882904 1.812274 -1.9170406
459 -5.454997 0.1486741 1.811186 -1.9145606
460 -5.453757 0.1485236 1.8101246 -1.9121494
461 -5.452625 0.14837818 1.8090896 -1.9098154
462 -5.451611 0.14823844 1.8080802 -1.9075664
463 -5.450716 0.14810504 1.8070964 -1.9054104
464 -5.449941 0.14797858 1.8061374 -1.903355
465 -5.44928 0.14785968 1.8052026 -1.9014082
466 -5.448724 0.14774892 1.8042916 -1.899577
467 -5.448261 0.14764692 1.8034034 -1.897869
468 -5.447875 0.14755422 1.8025374 -1.8962912
469 -5.447547 0.14747142 1.8016928 -1.8948508
470 -5.447258 0.14739906 1.8008688 -1.8935546
471 -5.446984 0.14733768 1.800064 -1.8924088
472 -5.446702 0.14728778 1.799278 -1.8914196
473 -5.446391 0.14724986 1.798509 -1.890593
474 -5.446035 0.14722438 1.7977562 -1.8899344
475 -5.44564 0.14721176 1.7970184 -1.8894484
476 -5.445381 0.14721236 1.796294 -1.8891396
477 -5.445332 0.14722654 1.7955816 -1.8890116
478 -5.445418 0.14725456 1.7948798 -1.8890674
479 -5.445632 0.14729666 1.7941868 -1.889309
480 -5.445986 0.14735298 1.7935014 -1.889738
481 -5.446493 0.14742364 1.7928214 -1.8903546
482 -5.447174 0.1475086 1.7921454 -1.8911582
483 -5.448039 0.14760784 1.7914716 -1.892147
484 -5.449094 0.1477212 1.7907978 -1.8933186
485 -5.450331 0.14784842 1.7901226 -1.8946688
486 -5.451728 0.1479892 1.7894438 -1.8961926
487 -5.453254 0.14814308 1.7887598 -1.8978838
488 -5.454866 0.14830958 1.7880684 -1.8997346
489 -5.456515 0.14848808 1.7873678 -1.9017366
490 -5.458161 0.14867786 1.7866562 -1.9038796
491 -5.459773 0.14887816 1.785932 -1.9061528
492 -5.461342 0.14908804 1.785193 -1.9085438
493 -5.462924 0.14930658 1.784438 -1.9110392
494 -5.464674 0.14953272 1.783665 -1.913625
495 -5.466203 0.14976534 1.7828726 -1.9162858
496 -5.467453 0.15000322 1.7820594 -1.9190058
497 -5.468427 0.15024514 1.7812242 -1.9217682
498 -5.469138 0.1504898 1.7803658 -1.9245554
499 -5.469603 0.15073584 1.779483 -1.9273498
500 -5.469839 0.15098188 1.7785748 -1.930133
501 -5.469865 0.15122654 1.7776408 -1.9328868
502 -5.469703 0.1514684 1.7766802 -1.9355924
503 -5.469376 0.15170602 1.7756928 -1.9382316
504 -5.468909 0.151938 1.774678 -1.9407856
505 -5.468326 0.15216298 1.773636 -1.943237
506 -5.467655 0.15237956 1.772567 -1.9455678
507 -5.466917 0.15258646 1.7714712 -1.9477612
508 -5.466129 0.15278238 1.770349 -1.9498012
509 -5.465304 0.15296612 1.7692012 -1.9516724
510 -5.464446 0.15313656 1.7680286 -1.9533604
511 -5.463552 0.15329262 1.7668324 -1.954852
512 -5.462613 0.15343334 1.7656138 -1.9561352
513 -5.461617 0.15355782 1.764374 -1.9571994
514 -5.460553 0.15366532 1.763115 -1.958035
515 -5.459414 0.15375516 1.761838 -1.9586342
516 -5.458199 0.15382676 1.7605452 -1.9589906
517 -5.45692 0.15387968 1.7592384 -1.9590994
518 -5.455597 0.15391364 1.75792 -1.9589576
519 -5.454255 0.15392842 1.756592 -1.9585636
520 -5.452931 0.15392396 1.755257 -1.9579176
521 -5.45166 0.15390032 1.753917 -1.9570212
522 -5.450483 0.15385766 1.7525748 -1.955878
523 -5.449434 0.15379634 1.7512326 -1.9544934
524 -5.448538 0.15371678 1.7498934 -1.9528742
525 -5.447811 0.15361954 1.7485594 -1.9510286
526 -5.447257 0.15350532 1.7472334 -1.948967
527 -5.446865 0.15337494 1.745918 -1.9467006
528 -5.446618 0.15322928 1.7446154 -1.9442428
529 -5.446509 0.15306942 1.7433282 -1.9416078
530 -5.4466 0.15289648 1.7420588 -1.9388114
531 -5.447024 0.15271166 1.7408094 -1.9358708
532 -5.447642 0.15251634 1.7395824 -1.9328036
533 -5.448384 0.15231186 1.7383796 -1.929629
534 -5.449206 0.15209974 1.7372032 -1.926367
535 -5.450077 0.1518815 1.7360548 -1.9230382
536 -5.450979 0.15165872 1.7349358 -1.9196636
537 -5.451899 0.15143302 1.733848 -1.9162652
538 -5.45283 0.15120606 1.7327926 -1.9128646
539 -5.453769 0.15097952 1.7317704 -1.9094842
540 -5.454712 0.15075504 1.7307824 -1.9061454
541 -5.455658 0.15053432 1.7298292 -1.9028706
